INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING
1805	女主角时装140904洛丽塔风格.mesh	女主角时装140904洛丽塔风格变色03	男主角时装140903洛丽塔风格.mesh	男主角时装140903洛丽塔风格变色03	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1806	女主角时装140904洛丽塔风格.mesh	女主角时装140904洛丽塔风格变色05	男主角时装140903洛丽塔风格.mesh	男主角时装140903洛丽塔风格变色05	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1807	女主角时装140904洛丽塔风格.mesh	女主角时装140904洛丽塔风格变色06	男主角时装140903洛丽塔风格.mesh	男主角时装140903洛丽塔风格变色06	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1808	女主角时装140904洛丽塔风格.mesh	女主角时装140904洛丽塔风格变色09	男主角时装140903洛丽塔风格.mesh	男主角时装140903洛丽塔风格变色09	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1810	女主角时装140814全心全意小天鹅b.mesh	女主角时装140814全心全意小天鹅b;女主角时装140814全心全意小天鹅b半透	男主角时装140814全心全意小天鹅.mesh	男主角时装140814全心全意小天鹅;男主角时装140814全心全意小天鹅半透	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1811	女主角时装140814全心全意小天鹅b.mesh	女主角时装140814全心全意小天鹅b变色02;女主角时装140814全心全意小天鹅b变色02半透	男主角时装140814全心全意小天鹅.mesh	男主角时装140814全心全意小天鹅变色02;男主角时装140814全心全意小天鹅变色02半透	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1812	女主角时装140814全心全意小天鹅b.mesh	女主角时装140814全心全意小天鹅b变色03;女主角时装140814全心全意小天鹅b变色03半透	男主角时装140814全心全意小天鹅.mesh	男主角时装140814全心全意小天鹅变色03;男主角时装140814全心全意小天鹅变色03半透	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1813	女主角时装140814全心全意小天鹅b.mesh	女主角时装140814全心全意小天鹅b变色04;女主角时装140814全心全意小天鹅b变色04半透	男主角时装140814全心全意小天鹅.mesh	男主角时装140814全心全意小天鹅变色04;男主角时装140814全心全意小天鹅变色04半透	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1814	女主角时装140814全心全意小天鹅b.mesh	女主角时装140814全心全意小天鹅b变色05;女主角时装140814全心全意小天鹅b变色05半透	男主角时装140814全心全意小天鹅.mesh	男主角时装140814全心全意小天鹅变色05;男主角时装140814全心全意小天鹅变色05半透	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1815	女主角时装140814全心全意小天鹅b.mesh	女主角时装140814全心全意小天鹅b变色06;女主角时装140814全心全意小天鹅b变色06半透	男主角时装140814全心全意小天鹅.mesh	男主角时装140814全心全意小天鹅变色06;男主角时装140814全心全意小天鹅变色06半透	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1816	女主角时装140814全心全意小天鹅b.mesh	女主角时装140814全心全意小天鹅b变色07;女主角时装140814全心全意小天鹅b变色07半透	男主角时装140814全心全意小天鹅.mesh	男主角时装140814全心全意小天鹅变色07;男主角时装140814全心全意小天鹅变色07半透	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1817	女主角时装140814全心全意小天鹅b.mesh	女主角时装140814全心全意小天鹅b变色08;女主角时装140814全心全意小天鹅b变色08半透	男主角时装140814全心全意小天鹅.mesh	男主角时装140814全心全意小天鹅变色08;男主角时装140814全心全意小天鹅变色08半透	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1818	女主角时装140814全心全意小天鹅b.mesh	女主角时装140814全心全意小天鹅b变色09;女主角时装140814全心全意小天鹅b变色09半透	男主角时装140814全心全意小天鹅.mesh	男主角时装140814全心全意小天鹅变色09;男主角时装140814全心全意小天鹅变色09半透	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1820	女主角时装131125新年炫装.mesh	女主角时装131125新年炫装变色07;女主角时装131125新年炫装变色07半透	男主角时装131125新年炫装.mesh	男主角时装131125新年炫装变色07;男主角时装131125新年炫装变色07半透	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
1821	女主角时装131125新年炫装.mesh	女主角时装131125新年炫装变色02;女主角时装131125新年炫装变色02半透	男主角时装131125新年炫装.mesh	男主角时装131125新年炫装变色02;男主角时装131125新年炫装变色02半透	jia_dingli:左肩,jia_dingli:右肩,jia_dingli_01:身体中心点,	jia_bingfang:左肩,jia_bingfang:右肩,jia_bingfang_01:身体中心点,	jia_dufang:左肩,jia_dufang:右肩,jia_dufang_01:身体中心点,	jia_huofang:左肩,jia_huofang:右肩,jia_huofang_01:身体中心点,	jia_liliang:左肩,jia_liliang:右肩,jia_liliang_01:身体中心点,	jia_lingqi:左肩,jia_lingqi:右肩,jia_lingqi_01:身体中心点,	jia_neifang:左肩,jia_neifang:右肩,jia_neifang_01:身体中心点,	jia_shanbi:左肩,jia_shanbi:右肩,jia_shanbi_01:身体中心点,	jia_shenfa:左肩,jia_shenfa:右肩,jia_shenfa_01:身体中心点,	jia_tili:左肩,jia_tili:右肩,jia_tili_01:身体中心点,	jia_waifang:左肩,jia_waifang:右肩,jia_waifang_01:身体中心点,	jia_xuanfang:左肩,jia_xuanfang:右肩,jia_xuanfang_01:身体中心点,	jia_xj:左肩,jia_xj:右肩,jia_xj_01:身体中心点,	jia_dufang_dz:左肩,jia_dufang_dz:右肩,jia_dufang_01_dz:身体中心点,	jia_huofang_dz:左肩,jia_huofang_dz:右肩,jia_huofang_01_dz:身体中心点,	jia_xuanfang_dz:左肩,jia_xuanfang_dz:右肩,jia_xuanfang_01_dz:身体中心点,	jia_bingfang_dz:左肩,jia_bingfang_dz:右肩,jia_bingfang_01_dz:身体中心点,
