INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING
1204	1204	1000	Buff12_5				g01_dl_ÌìÁú80¼¶¼¼ÄÜ_buffºì		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Mµc Long Chi Nµ: tång 200% sát thß½ng thuµc tính Ğµc nh§n ğßşc
1205	1205	1000	Buff12_6				g01_dl_ÌìÁú80¼¶¼¼ÄÜ_buff»Æ		ÉíÌåÊÜ»÷µã	0	0	0	0	0		ThuÖ Long Chi Nµ: tång 200% sát thß½ng thuµc tính Bång nh§n ğßşc
1206	1206	1000	Buff12_7				g01_dl_ÌìÁú80¼¶¼¼ÄÜ_buffÂÌ		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Höa Long Chi Nµ: tång 200% sát thß½ng thuµc tính Höa nh§n ğßşc
1207	1207	1000	Buff12_8				boss_Â¬¿¡Òå_ÌìÈËÎåË¥		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Th± Long Chi Nµ: tång 200% t¤t cä sát thß½ng thuµc tính nh§n ğßşc
1208	1208	1000	Buff11_2				boss_Â¬¿¡Òå_ÌìÈËÎåË¥		ÉíÌåÊÜ»÷µã	0	0	0	0	0		TÑ Tuy®t Chi Nµ: tång 500% sát thß½ng nh§n ğßşc
1209	1209	1500	Buff12_3							1	0	0	0	0		Tinh Di: Sau khi ğánh trúng møc tiêu có khä nång giäm 30 ği¬m kháng Huy«n cüa ğ¯i phß½ng, có th¬ làm thuµc tính kháng cüa møc tiêu giäm xu¯ng dß¾i 0
1210	1210	1500	Buff12_3							0	0	1	0	0		Tinh Di: giäm 30 ği¬m kháng Huy«n
1211	376	1000	PetSkill7_2				boss_Â¬¿¡Òå_Ììî¸°ÔÆø		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Khát máu c¤p ğµ cao: Hy sinh phòng thü ğ¬ tÕm th¶i nâng cao ngoÕi công
1212	1212	1000	FightSkillkunxiansuo_6				m01_À¦ÏÉË÷_buffsl		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ác Mãng Tri«n Thân : không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1213	1212	1000	FightSkillkunxiansuo_4				m01_À¦ÏÉË÷_buffmj		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ác Mãng Tri«n Thân : không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1214	1212	1000	FightSkillkunxiansuo_2				m01_À¦ÏÉË÷_buffgb		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ác Mãng Tri«n Thân : không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1215	1212	1000	FightSkillkunxiansuo_8				m01_À¦ÏÉË÷_buffwd		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ác Mãng Tri«n Thân : không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1216	1212	1000	FightSkillkunxiansuo_1				m01_À¦ÏÉË÷_buffem		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ác Mãng Tri«n Thân : không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1217	1212	1000	FightSkillkunxiansuo_10				m01_À¦ÏÉË÷_buffxx		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ác Mãng Tri«n Thân : không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1218	1212	1000	FightSkillkunxiansuo_5				m01_À¦ÏÉË÷_buffdl		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ác Mãng Tri«n Thân : không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1219	1212	1000	FightSkillkunxiansuo_7				m01_À¦ÏÉË÷_buffts		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ác Mãng Tri«n Thân : không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1220	1212	1000	FightSkillkunxiansuo_9				m01_À¦ÏÉË÷_buffxy		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ác Mãng Tri«n Thân : không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1221	1212	1000	FightSkillkunxiansuo_3				m01_À¦ÏÉË÷_buffgs		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ác Mãng Tri«n Thân : không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1222	1222	2000	Shenqi_3_10							1	0	0	0	0		Tinh Di Vô Ngân: Ğánh trúng kë ğ¸ch có khä nång ra ğòn Súc Lñc Nh¤t Kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång nµi công bän thân, giäm nµi thü ğ¯i phß½ng 
1223	1223	2000	Shenqi_3_11							1	0	0	0	0		ĞÕi Yªn V§n Chß½ng : Có khä nång h¤p thø sinh m®nh cüa møc tiêu
1224	1224	2000	Shenqi_3_11							1	0	0	0	0		ĞÕi Yªn V§n Chß½ng : Có khä nång giäm nµi ngoÕi công cüa møc tiêu 
1225	1225	2000	Shenqi_3_11							1	0	0	0	0		ĞÕi Yªn V§n Chß½ng : Có khä nång giäm nµi ngoÕi thü cüa møc tiêu 
1226	1226	2000	Shenqi_3_11				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Yªn V§n Chß½ng : H¤p thø sinh m®nh cüa møc tiêu
1227	1227	2000	Shenqi_3_11				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Yªn V§n Chß½ng : ğã giäm 1923 ği¬m nµi ngoÕi công cüa 1 møc tiêu
1228	1228	2000	Shenqi_3_11				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Yªn V§n Chß½ng : ğã giäm 1923 ği¬m nµi ngoÕi thü cüa 1 møc tiêu
1229	1229	2000	Shenqi_3_11				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Yªn V§n Chß½ng : ğã giäm 2400 ği¬m nµi ngoÕi công cüa 1 møc tiêu
1230	1230	2000	Shenqi_3_11				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Yªn V§n Chß½ng : ğã giäm 2400 ği¬m nµi ngoÕi thü cüa 1 møc tiêu
1231	1231	1000	Huodong_3_6				buff_ÆßÏ¦_01		ÉíÌåÖĞĞÄµã	1	0	0	1	0		Công Chúa Quang Hoàn: Tång 20 ği¬m t¤t cä thuµc tính nhân v§t, duy trì 5 gi¶.
1232	99	1400	RideHeader4_6							0	0	0	1	0		Thú cßŞi:Hùng Miêu
1233	99	1400	RideHeader4_7							0	0	0	1	0		Thú cßŞi:Lôi Nh§n Thú
1234	99	1400	RideHeader4_8							0	0	0	1	0		Thú cßŞi:Xích M¸ ¿ng
1235	99	1400	RideHeader4_9							0	0	0	1	0		Thú cßŞi:Ám M¸ ¿ng
1236	99	1400	RideHeader4_10							0	0	0	1	0		Thú cßŞi:TØ M¸ ¿ng
1237	1237	1000	CircularTaskTool15_7							0	0	0	0	0		Ğang tß¾i: Ğã ğßşc tß¾i nß¾c r°i, trong th¶i gian ng¡n không th¬ tiªp tøc tß¾i thêm næa.
1238	1238	1000	Huodong_4_10							0	0	0	1	0		Cuµc tranh tài ğá c¥u thª gi¾i, t¤t cä thuµc tính tång 20 ği¬m
1239	1239	1000	Huodong_4_12							1	0	0	0	0		Mùa hè mát më: Giúp Tô Châu (196, 168) Qua Quy«n Hæu mua mµt trái Dßa H¤u
1240	1240	1000	Huodong_4_11							1	0	0	0	0		Säng khoái vô hÕn:Giúp bang chü thành th¸ (129, 98) Chu Thª Hæu mua 1 trái dßa h¤u cho thành viên b±n bang
1241	100	1000	CircularTaskTool14_2							0	0	0	1	0		Bång Sát Møc: Trong trÕng thái này s¨ th¤y ğßşc bång sát
1242	99	1400	RideHeader4_12							0	0	0	1	0		Thú cßŞi: Hoä Vân Tà Thú
1245	99	1400	RideHeader4_15							0	0	0	1	0		Thú cßŞi:Nguy®t Th¯
1246	294	8100	CircularTaskTool17_5				buff_ÖØÂ¥ÍûÔÂ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Trùng Lâu Tri®u: Khi t¤n công có 5% tï l® h°i 5% máu.
1247	295	8100	CircularTaskTool17_6				buff_ÖØÂ¥ÄæÌì		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Trùng Lâu Quy: Khi t¤n công có 5% tï l® h°i 5% khí.
1254	99	1400	RideHeader5_5							0	0	0	1	0		T÷a kÜ: Huy­n Höa Xích Lân Thú. Sau khi cßŞi t¯c ğµ di chuy¬n +80%.
1255	99	1400	RideHeader5_7							0	0	0	1	0		T÷a kÜ: Thiên Công Linh Lung ThØ. Sau khi cßŞi t¯c ğµ di chuy¬n +80%.
1260	1260	1500	Buff13_9							1	0	0	0	0		Trùng Lâu: Có 20% kÛ nång mi­n d¸ch không chª
1261	1260	1500	Buff13_9							1	0	0	0	0		Trùng Lâu Thiên Thß½ng: Khi b¸ t¤n công có 25% tï l® mi­n d¸ch không chª
1262	1260	1500	Buff13_9							1	0	0	0	0		Trùng Lâu: Có 30% kÛ nång mi­n d¸ch không chª
1263	1260	1500	Buff13_9							1	0	0	0	0		Trùng Lâu: Có 35% kÛ nång mi­n d¸ch không chª
1264	1260	1500	Buff13_9							1	0	0	0	0		Trùng Lâu: Có 40% kÛ nång mi­n d¸ch không chª
1265	1260	1500	Buff13_9							1	0	0	0	0		Trùng Lâu: Có 45% kÛ nång mi­n d¸ch không chª
1266	231	8100	Necklace2_15				buff_ÖØÂ¥ÏîÁ´		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Trùng Lâu Giä Møc: khi t¤n công có 5% tï l® gây mù, liên tiªp 20 giây, gây mù không th¬ giäi
1267	17	9000	Buff0_13				g01_em_buff38		Í·¶¥×´Ì¬µã	0	0	1	0	0		Th¤t minh: Di chuy¬n tuÏ c½, không th¬ thao tác, có th¬ b¸ công kích, không có cách gì ğánh tïnh
1268	232	8200	Necklace2_15				buff_ÖØÂ¥ÏîÁ´		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chân.Trùng Lâu Liên:  khi t¤n công có 10% tï l® gây mù,liên tiªp 25 giây,gây mù không th¬ giäi
1275	99	1400	RideHeader5_12							0	0	0	1	0		Thú cßŞi: Xích Lân BÕch TrÕch
1276	99	1400	RideHeader5_13							0	0	0	1	0		Thú cßŞi: Thanh Lân BÕch TrÕch
1300	99	1400	RideHeader3_16							0	0	0	1	0		Thú cßŞi: Ba Thiên H±
1301	99	1400	RideHeader4_4							0	0	0	1	0		Thú cßŞi: Phi Long 
1302	99	1400	RideHeader4_1							0	0	0	1	0		Thú cßŞi: Linh Dß½ng
1303	99	1400	RideHeader4_2							0	0	0	1	0		Thú cßŞi: Tuyªt Linh Dß½ng
1304	99	1400	RideHeader4_3							0	0	0	1	0		Thú cßŞi: U Quang Linh
1305	1305	1000	FightSkillMurong_11				m01_gs_ÌìÔöËêÔÂ_buff		ÉíÌåÊÜ»÷µã	0	1	0	1	0		Thiên Tång Tuª Nguy®t: Tång gi¾i hÕn huyªt 
1306	100	1000	FightSkillMurong1_2				m01_gs_Ä°ÉÏĞĞ_buff		ÉíÌåÊÜ»÷µã	0	0	0	1	0		MÕch Thßşng Hành: Tång t¯c ğµ di chuy¬n
1307	13	1000	FightSkillMurong_12	all_bj0000		ÉíÌåÊÜ»÷µã	m01_gs_Ì½ÓªÈ¡½«_buff		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Thám Doanh Thü Tß¾ng: Phong Huy®t, không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1308	1308	1000	FightSkillMurong1_8				m01_gs_»÷¹ÄÁî_buff		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Kích C± L®nh: Tång nµi công
1309	1309	1000	FightSkillMurong_3							0	1	1	0	0		Trùng Vân Y¬m Nh§t: Hß nhßşc, giäm th¬ lñc, trí lñc
1310	1310	1000	FightSkillMurong_9							0	1	1	0	0		Tâm Kiªm Giao Dung: Phá Tri«n, giäm phòng ngñ
1311	1311	1000	FightSkillMurong_6							0	1	1	0	0		Súc Vân Døc Vû: giäm công kích
1312	1312	1000	FightSkillMurong1_15				m01_gs_ĞÄ½£½»ÈÚ_buff		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Tá Lñc : Khi nh§n ğßşc sñ công kích Tá Lñc, có th¬ sØ døng kÛ nång Tá Lñc phän lÕi ğòn công kích.
1313	1313	7500	FightSkillMurong1_4	g01_sl_zdo_mingjingtai_01		ÉíÌåÊÜ»÷µã	m01_gs_¾»ĞÄ¹ÛÔÂ_buff		ÉíÌåÊÜ»÷µã	0	0	0	1	0		T¸nh Tâm Quán Nguy®t: mi­n d¸ch Th¤t Minh
1314	1314	1000	FightSkillMurong1_13				m01_gs_ĞîÔÆÓûÓê_buff		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Súc Khí (Bao Vây): SØ døng kÛ nång Bï Hành Ngã Thích có th¬ gây hi®u quä Bao Vây
1315	1314	1000	FightSkillMurong2_1				m01_gs_ĞîÔÆÓûÓê_buff		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Súc Khí (Phong Huy®t): SØ døng kÛ nång Bï Hành Ngã Thích có th¬ gây hi®u quä Phong Huy®t
1316	1314	1000	FightSkillMurong1_16				m01_gs_ĞîÔÆÓûÓê_buff		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Súc Khí (Hôn Mê): SØ døng kÛ nång Bï Hành Ngã Thích có th¬ gây hi®u quä Hôn Mê
1317	1314	1000	FightSkillMurong2_2				m01_gs_ĞîÔÆÓûÓê_buff		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Súc Khí (Th¤t Minh): SØ døng kÛ nång Bï Hành Ngã Thích có th¬ gây hi®u quä Th¤t Minh
1318	1314	1000	FightSkillMurong1_14				m01_gs_ĞîÔÆÓûÓê_buff		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Súc Khí (Ğ¸nh Thân): SØ døng kÛ nång Bï Hành Ngã Thích có th¬ gây hi®u quä Ğ¸nh Thân
1319	1314	1000	FightSkillMurong1_12				m01_gs_ĞîÔÆÓûÓê_buff		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Súc Khí (Tán Công): SØ døng kÛ nång Bï Hành Ngã Thích có th¬ gây hi®u quä Tán Công
1320	11	1000	Buff0_7		Skills\Common\rock_huge_1.wav		g01_buff12		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Bï Hành Ngã Thích (Bao vây): không th¬ di chuy¬n, không th¬ thao tác, không th¬ b¸ công kích
1321	13	1000	Buff0_9	all_bj0000		ÉíÌåÊÜ»÷µã	buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Bï Hành Ngã Thích (Phong Huy®t): không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1322	15	1000	Buff0_11				buff_hunmi_01		Í·¶¥×´Ì¬µã	0	1	1	0	0		Bï Hành Ngã Thích (Hôn Mê): không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, có th¬ ğánh thÑc
1323	17	1000	Buff0_13				g01_em_buff38		Í·¶¥×´Ì¬µã	0	1	1	0	0		Bï Hành Ngã Thích (Th¤t Minh): di chuy¬n tùy ı, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1324	19	1000	Buff0_15		Skills\Sl\Sl_½ğ¸Õ·üÄ§È¦_¶¨Éí.wav		g01_buff27		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Bï Hành Ngã Thích (Ğ¸nh Thân): trong trÕng thái Ğ¸nh Thân có th¬ công kích nhßng không th¬ di chuy¬n
1325	21	1000	Buff0_16				buff_sangong_01		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Bï Hành Ngã Thích (Tán Công): không th¬ sØ døng kÛ nång môn phái
1326	126	1000	FightSkillMurong_6							0	0	0	1	0		Súc Vân Døc Vû: trÕng thái phòng ngñ, tång t¯c ğµ nh§n ğßşc nµ khí, trúng kÛ nång kh¯ng chª trong trÕng thái này có c½ hµi nh§n ğßşc hi®u quä súc lñc tß½ng Ñng
1327	126	1000	FightSkillMurong_9							0	0	0	1	0		Tâm Kiªm Giao Dung: trÕng thái t¤n công, t¤n công trong trÕng thái này có khä nång làm  giäm nµi ngoÕi thü cüa møc tiêu; khi ch¸u sát thß½ng có c½ hµi nh§n ğßşc hi®u quä Tá Lñc
1328	1328	8500	FightSkillMurong1_1				m01_gs_ÆßÏ¼Ó³ÈÕ_buff		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Th¤t Hà Ánh Nh§t: Kiªm tr§n, giäm sát thß½ng mà bän thân và ğ°ng ğµi nh§n ğßşc.
1329	1329	8500	FightSkillMurong1_1							0	0	0	1	0		Th¤t Hà Ánh Nh§t: mi­n thß½ng, giäm 5% sát thß½ng bän thân phäi ch¸u.
1330	1330	1000	FightSkillMurong2_4							0	0	0	1	0		Lñc Chí Ti«m Thích: khi b¸ t¤n công có khä nång nh§n ğßşc hi®u quä Gia T¯c
1331	100	1000	FightSkillMurong2_5				m01_gs_Ä°ÉÏĞĞ_buff		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Gia T¯c: Tång 50% t¯c ğµ di chuy¬n
1332	21	1000	FightSkillMurong1_7				buff_sangong_01		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Kiªm Toä Giang S½n: Tán Công, không th¬ sØ døng kÛ nång môn phái
1333	99	1400	RideHeader4_5							0	0	0	1	0		Thú cßŞi:Höa Di­m Ğiêu
1334	1334	1000	Buff12_16							1	0	0	0	0		H°i Ñc Khu¤t Nguyên: Ğáp án sai, ğşi mµt lát sau m¾i có th¬ tiªp tøc sØ døng Hß¾ng dçn Ğoan Ng÷ ĞÕp Thanh.
1335	1335	1000	Buff13_1				buff_·ÛÏãÍ¿Ö¬		½ÅÏÂ¹âÈ¦µã	1	0	0	1	0		Thoa hß½ng ph¤n: Là hß½ng ph¤n ğ£c bi®t trong ğêm th¤t t¸ch. Ngß¶i ch½i nam có th¬ t£ng Ng÷c Bích bày tö tình cäm.
1336	1336	1000	Buff13_2							1	0	0	0	0		Song nhân ğ¯i th½: Các hÕ ğang cùng mµt ngß¶i ch½i nam khác song nhân ğ¯i th½.
1345	1231	1000	Buff13_3				buff_ÕäççÖ®¹â		ÉíÌåÊÜ»÷µã	1	0	0	0	0		Ğán Nguy®n Nhân Trß¶ng CØu: sØ døng bánh Trung Thu v¾i NPC này. Bánh Trung Thu có th¬ nh§n thông qua nhi®m vø cüa Tô Châu Tô ThÑc, ho£c lînh mi­n phí ch² Tô Châu Trí Hóa.
1346	1231	1000	Buff13_4				g01_buff_Ê¥µ®ÀñºĞ01		½ÅÏÂ¹âÈ¦µã	1	0	0	0	0		Thiên Lı Cµng Thuy«n Quyên: v×a nh§n ğßşc bánh Trung Thu cüa ngß¶i ch½i t£ng. Bánh Trung Thu có th¬ nh§n thông qua nhi®m vø cüa Tô Châu Tô ThÑc, ho£c lînh mi­n phí ch² Tô Châu Trí Hóa.
1347	1231	1000	Buff13_4				g01_buff_Ê¥µ®ÀñºĞ01		½ÅÏÂ¹âÈ¦µã	1	0	0	0	0		Thiên Lı Cµng Thuy«n Quyên: Toàn thuµc tính+10. Nh§n ğßşc bánh Trung Thu th½m ng÷t t× ngß¶i ch½i khác! TLBB 2 chúc các hÕ Trung Thu vui vë!
1348	743	100	Huodong_4_16	g01_em_buff1111	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	ĞÂºì¹â»·		ÉíÌåÖĞĞÄµã	1	0	0	1	0		Qu¯c Khánh vui vë: Trong lúc ğánh quái nh§n ğßşc kinh nghi®m 10%.BUFF liên tøc 30 phút.
1349	1349	1000	Huodong_4_16							1	0	0	0	0		Không th¬ sØ døng
1350	737	1000	Buff11_3				buff_ÀÏÓÑµÄ×£¸£³ÖĞø		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Lão Hæu Chúc Phúc, tång 20% lñc t¤n công nµi ngoÕi công c½ bän cüa nhân v§t
1351	1229	1000	Buff11_4				ĞÂÀ¶¹â»·_±äºì		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Anh Hùng Tr· V«: L§p t± ğµi 2 ngß¶i nh§n ph¥n thß·ng trân thú tÕi ĞÕi Lı (173, 146) Tôn Bát Gia!
1352	1538	1000	Buff11_3							1	0	0	0	0		Toàn lñc Ñng phó, tái chiªn giang h°! T¤t cä thuµc tính nhân v§t tång 10 ği¬m.
1353	1538	1000	Buff11_3							1	0	0	0	0		Toàn lñc Ñng phó, tái chiªn giang h°! T¤t cä thuµc tính nhân v§t tång 16 ği¬m.
1354	1538	1000	Buff11_3							1	0	0	0	0		Toàn lñc Ñng phó, tái chiªn giang h°! T¤t cä thuµc tính nhân v§t tång 22 ği¬m.
1355	1538	1000	Buff11_3							1	0	0	0	0		Toàn lñc Ñng phó, tái chiªn giang h°! T¤t cä thuµc tính nhân v§t tång 28 ği¬m.
1356	1538	1000	Buff11_3							1	0	0	0	0		Toàn lñc Ñng phó, tái chiªn giang h°! T¤t cä thuµc tính nhân v§t tång 34 ği¬m.
1357	1538	1000	Buff11_3							1	0	0	0	0		Toàn lñc Ñng phó, tái chiªn giang h°! T¤t cä thuµc tính nhân v§t tång 40 ği¬m.
1397	1260	1500	Buff13_9							1	0	0	0	0		Trùng Lâu: Có 5% kÛ nång mi­n d¸ch không chª
1398	1260	1500	Buff13_9							1	0	0	0	0		Trùng Lâu: Có 10% kÛ nång mi­n d¸ch không chª
1399	1260	1500	Buff13_9							1	0	0	0	0		Trùng Lâu: Có 15% kÛ nång mi­n d¸ch không chª
1400	1260	1500	Buff13_9							1	0	0	0	0		Chân ·Trùng Lâu Thiên Thß½ng: Khi b¸ t¤n công có 50% tï l® mi­n d¸ch không chª
1404	1404	1000	WorldCup_3_1				ĞÂÀ¶¹â»·		ÉíÌåÖĞĞÄµã	1	0	0	0	0		BUFF Fans: nh§n ğßşc c± vû t× ğµi bóng yêu thích, sát thß½ng tång 10%.
1414	1414	1000	EUicons_5				buff_¹í×±Ë®²Ê		½ÅÏÂ¹âÈ¦µã	1	0	0	0	0		Halloween: hàng nåm vào d¸p Halloween ngß¶i ta thß¶ng hóa trang thành ma quÖ...
#Trùng Lâu sáo trang
1417	1417	100	Buff4_16							1	0	0	0	0		TÖ l® mi­n d¸ch kh¯ng chª  +5%
1418	1417	110	Buff4_16							1	0	0	0	0		TÖ l® mi­n d¸ch kh¯ng chª  +10%
1419	1417	120	Buff4_16							1	0	0	0	0		TÖ l® mi­n d¸ch kh¯ng chª  +15%
1420	1417	130	Buff4_16							1	0	0	0	0		TÖ l® mi­n d¸ch kh¯ng chª  +20%
1421	1417	130	Buff4_16							1	0	0	0	0		TÖ l® mi­n d¸ch kh¯ng chª  +25%
1422	1417	130	Buff4_16							1	0	0	0	0		TÖ l® mi­n d¸ch kh¯ng chª  +50%
1423	1423	0	FightSkillMingJiao_9	g01_em_buff1114	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	g01_dl_ÖĞ³å½£01		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Ğ¤u Chuy¬n Tinh Di: Khi t¤n công có 5% phóng thích Ğ¤u Chuy¬n Tinh Di, dî bï chi ğÕo, hoàn thi bï thân, 10 l¥n b¡n ngßşc
1424	1424	0	FightSkillMingJiao_9	g01_em_buff1114	interface\sound_shengji.wav	½ÅÏÂ¹âÈ¦µã	g01_dl_ÖĞ³å½£01		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Chân ·Ğ¤u Chuy¬n Tinh Di: Khi t¤n công có 10% phóng thích Ğ¤u Chuy¬n Tinh Di, dî bï chi ğÕo, hoàn thi bï thân, 20 l¥n b¡n ngßşc
1425	1425	0	FightSkillMingJiao_9							0	0	0	1	0		Ğ¤u Chuy¬n Tinh Di: Khi t¤n công có 5% phóng thích Ğ¤u Chuy¬n Tinh Di, dî bï chi ğÕo, hoàn thi bï thân, 10 l¥n b¡n ngßşc
1426	1426	0	FightSkillMingJiao_9							0	0	0	1	0		Chân ·Ğ¤u Chuy¬n Tinh Di: Khi t¤n công có 10% phóng thích Ğ¤u Chuy¬n Tinh Di, dî bï chi ğÕo, hoàn thi bï thân, 20 l¥n b¡n ngßşc
#Hi®u Ñng Trùng Lâu
1470	1470	100	Hat5_14				buff_ÖØÂ¥±©Å­		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Trùng Lâu BÕo Nµ: Xác su¤t bÕo kích tång 10%				
1471	1471	100	Hat5_14				buff_ÖØÂ¥±©Å­		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chân-Trùng Lâu Khôi: Xác su¤t bÕo kích tång 20%				
1472	1472	100	Shoes5_14				buff_ÖØÂ¥ÄæÌì		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Trùng Lâu ĞoÕn H°n: Khi công kích có 5% xác su¤t gây bÕo kích g¤p 5 l¥n				
1473	1473	100	Shoes5_14				buff_ÖØÂ¥ÄæÌì		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chân-Trùng Lâu Ngoa: Khi công kích có 10% xác su¤t gây bÕo kích g¤p 5 l¥n				
1474	1474	100	Cuff5_9				buff_ÖØÂ¥ÄæÌì		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Trùng Lâu Phø Ma: Sát thß½ng tång 10%				
1475	1475	100	Cuff5_9				buff_ÖØÂ¥ÄæÌì		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chân-Trùng Lâu Thü: Sát thß½ng tång 15%				
1476	1476	100	Arm3_10				buff_ÖØÂ¥ÄæÌì		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Trùng Lâu Tø Th¥n: Chính xác tång 10%				
1477	1477	100	Arm3_10				buff_ÖØÂ¥ÄæÌì		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chân-Trùng Lâu Uy¬n: Chính xác tång 20%				
1478	1478	100	taiwanzhuanyong10_2				buff_ÖØÂ¥ÄæÌì		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Trùng Lâu Ngñ Thân: Né tránh tång 5%				
1479	1479	100	taiwanzhuanyong10_2				buff_ÖØÂ¥ÄæÌì		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Trùng Lâu Phá Quân: Lúc công kích s¨ có 5% c½ hµi lâm vào trÕng thái phong cu°ng và thi huyªt, trÕng thái phong cu°ng này bö qua phòng ngñ cüa møc tiêu, kéo dài 20 giây, trÕng thái th¸ huyªt s¨ làm giäm huyªt cüa møc tiêu xu¯ng 10%				
1480	1480	100	Shoulder2_16				buff_ÖØÂ¥°ÔÌå		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Trùng Lâu Bá Th¬: Giäm sát thß½ng 10%
1481	1481	100	Shoulder2_16				buff_ÖØÂ¥°ÔÌå		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chân Trùng Lâu Kiên: Giäm sát thß½ng 20%
